,ID,year,set,tournament_round,game_round,lightning_round,question_num,type,lightning_lead,q_text,a_text,is_person_a,is_myth_a,bonus_q_text,bonus_a_text,is_person_b,is_myth_b,woman_named,is_fictional,is_myth,is_answer,names,author
765,2021.c.1.2.6,2021,c,1,2,NA,6,tossup + bonus,,"This man's son, Martin , was exiled by Philip II of Spain after being in a plot to overthrow the Marqués de Falces . Defying the governor of Cuba's return order, this man burned his own ships upon landing near modern-day Veracruz. Chroniclers report this man was mistaken for the god Quetzalcoatl , and he captured the city of Tenochtitlan  following the death of Moctezuma II. For ten points, name this conquistador who defeated the Aztec Empire. ",Hernan Cortes,TRUE,FALSE,The ruins of Tenochtitlan lie beneath what North American capital city? ,Mexico City,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
766,2021.c.1.2.7,2021,c,1,2,NA,7,tossup + bonus,,"A senator from this U.S. state introduced the Sunshine Protection Act, which aimed to make Daylight Savings year-round. This state's Department of Health fined Leon County 3.5 million dollars for violating this state's anti-vaccine passport laws. Failure to fix major cracks in this state's Champlain Towers led to a deadly 2021 collapse of that condo, killing 97 residents in Surfside. In 2019, Ron DeSantis became governor of, for ten points, what Southern U.S. state? ",Florida,FALSE,FALSE, The Sunshine Protection Act was introduced by this Florida senator and CubanAmerican who ran for president in 2016. ,Marco Rubio,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
767,2021.c.1.2.8,2021,c,1,2,NA,8,tossup + bonus,,"This entertainer, who openly advocated for the desegregation of Las Vegas casinos, was shamed by the media for performing at the Mafia-organized Havana Conference. Those ties to organized crime led to this singer being removed from the close circle of President Kennedy. With Dean Martin, Sammy Davis Jr., and Joey Bishop, this man formed a group known as ""The Rat Pack."" The songs ""My Way"" and ""Fly Me to the Moon"" were performed by, for ten points, which Italian-American crooner? ",Frank Sinatra,TRUE,FALSE,"Sinatra was born in Hoboken in this U.S. state, also the birthplace of singers Jon Bon Jovi and Bruce Springsteen. ",New Jersey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
768,2021.c.1.3.lightning.1.1,2021,c,1,3,1,1,lightning,"Concerning the Vietnam War, name the... ",Democratic president whose policies led to the highest number of U.S. ground troops.,Lyndon Baines Johnson,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
769,2021.c.1.3.lightning.1.2,2021,c,1,3,1,2,lightning,"Concerning the Vietnam War, name the... ",Republican president who gradually pulled out of the war through his policy of Vietnamization. ,Richard Nixon,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
770,2021.c.1.3.lightning.1.3,2021,c,1,3,1,3,lightning,"Concerning the Vietnam War, name the... ","Neighboring Southeast Asian nation which, along with Laos, was secretly bombed.",Cambodia,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
771,2021.c.1.3.lightning.1.4,2021,c,1,3,1,4,lightning,"Concerning the Vietnam War, name the... ",South Vietnamese capital whose 1975 fall signaled the end of the war. ,Saigon or Ho Chi Minh City,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
772,2021.c.1.3.lightning.1.5,2021,c,1,3,1,5,lightning,"Concerning the Vietnam War, name the... ","1968 ""Offensive"" named for a holiday, which included the Hue  Massacre and the Battle of Khe Sanh . ",Tet Offensive,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
773,2021.c.1.3.lightning.1.6,2021,c,1,3,1,6,lightning,"Concerning the Vietnam War, name the... ",North Vietnamese-supported guerillas who fought against U.S. forces. ,Viet Cong,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
774,2021.c.1.3.lightning.1.7,2021,c,1,3,1,7,lightning,"Concerning the Vietnam War, name the... ",Carcinogenic defoliant used by the U.S. army to destroy Vietnamese agriculture and lessen jungle thickness. ,Agent Orange,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
775,2021.c.1.3.lightning.1.8,2021,c,1,3,1,8,lightning,"Concerning the Vietnam War, name the... ","1964 ""Incident"" named for a body of water which was cited as an impetus for increasing the U.S. presence. ",Gulf of Tonkin Incident,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
776,2021.c.1.3.lightning.2.1,2021,c,1,3,2,1,lightning,"Concerning the Church in the Middle Ages, name the... ",Holy wars first called by Urban II which aimed to Christianize foreign lands. ,crusades,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
777,2021.c.1.3.lightning.2.2,2021,c,1,3,2,2,lightning,"Concerning the Church in the Middle Ages, name the... ","Great Pope who names both a ""Calendar"" and a ""Chant."" ",Pope Gregory I,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
778,2021.c.1.3.lightning.2.3,2021,c,1,3,2,3,lightning,"Concerning the Church in the Middle Ages, name the... ",Papal-appointed officers who rooted out heresy across Western Europe. ,Inquisitors,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
779,2021.c.1.3.lightning.2.4,2021,c,1,3,2,4,lightning,"Concerning the Church in the Middle Ages, name the... ","Permit bought by the faithful, purported to absolve them of sins. ",Indulgences,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
780,2021.c.1.3.lightning.2.5,2021,c,1,3,2,5,lightning,"Concerning the Church in the Middle Ages, name the... ","Most common order of monks in medieval Western Europe, known for their black clothes and their mantra, ""Work and Pray."" ",Benedictine monks,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
781,2021.c.1.3.lightning.2.6,2021,c,1,3,2,6,lightning,"Concerning the Church in the Middle Ages, name the... ","Saint and namesake of the Slavic alphabet who proselytized the Slavs with his brother, Methodius. ",Saint Cyril,TRUE,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,,
782,2021.c.1.3.lightning.2.7,2021,c,1,3,2,7,lightning,"Concerning the Church in the Middle Ages, name the... ",Dualist Christian heresy originating in Southern France which was eradicated following the Albigensian war.,Catharism,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
783,2021.c.1.3.lightning.2.8,2021,c,1,3,2,8,lightning,"Concerning the Church in the Middle Ages, name the... ",Father of Richard the Lionheart who supported the papal call during the Third Crusade. ,Henry II,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
784,2021.c.1.3.lightning.3.1,2021,c,1,3,3,1,lightning,Name the... ,"Andean crop, a famine of which killed over one million Irish people in the 19th century. ",potatoes,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
785,2021.c.1.3.lightning.3.2,2021,c,1,3,3,2,lightning,Name the... ,Bird once found exclusively in the New World supposedly eaten at the first Thanksgiving. ,turkey,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
786,2021.c.1.3.lightning.3.3,2021,c,1,3,3,3,lightning,Name the... ,"American plant often ceremonially smoked by natives, which was first successfully planted in Europe in a region called ""Los Cigarrales."" ",tobacco,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
787,2021.c.1.3.lightning.3.4,2021,c,1,3,3,4,lightning,Name the... ,Animal introduced from Europe that was adopted by Plains Indians to assist in herding bison. ,horses,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
788,2021.c.1.3.lightning.3.5,2021,c,1,3,3,5,lightning,Name the... ,"New World bean, the basis of chocolate, that was once used as a currency throughout Mesopotamia. ",cacao,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
789,2021.c.1.3.lightning.3.6,2021,c,1,3,3,6,lightning,Name the... ,Nightshade fruit which was believed to be poisonous until a gardener proved to Philip II that it was good for sauces. ,tomatoes,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
790,2021.c.1.3.lightning.3.7,2021,c,1,3,3,7,lightning,Name the... ,Venereal disease from the Americas which ravaged Europe after Columbus's soldiers campaigned in Italy in the late 15th century. ,syphillus,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
791,2021.c.1.3.lightning.3.8,2021,c,1,3,3,8,lightning,Name the... ,Pseudo-cereal in the Amaranth family cultivated in the Andes and banned by the colonial Spanish in favor of maize. ,quinoa,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
792,2021.c.1.4.1,2021,c,1,4,NA,1,tossup,,"Robert Haslam rose to prominence in this organization during its involvement in the Pyramid Lake War. Raymond and Nancy Settle tried to compile a list of  riders in this organization in Saddles & Spurs. During this organization’s eighteenmonth run, only six riders died according to the National Park Service. Buffalo Bill Cody  worked for, for ten points, what organization that delivered mail from Missouri to California on horseback? ",Pony Express,FALSE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Nancy Settle,
793,2021.c.1.4.2,2021,c,1,4,NA,2,tossup,,"This company briefly purchased Columbia Pictures but sold it to Sony following the failure of Ishtar. Near its headquarters, this company operates a multistoried tourist attraction called the ""World of""  . Founded by Asa Griggs Candler to sell a namesake drink invented in 1886 by John Pemberton,  for ten points, name this multinational beverage corporation based in Atlanta, Georgia, the chief rival of Pepsi. ",Coca-Cola,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
794,2021.c.1.4.3,2021,c,1,4,NA,3,tossup,,"In the aftermath of this event, the victor fled to St. Simon's Island in Georgia to hide at Pierce Butler's plantation. The victim of this event supposedly told Dr. David Hosack he intended to  shoot into the ground, and this event occurred in part because one participant opposed the other's 1800 U.S. presidential run. Weehawken,  New Jersey was the site of, for ten points, what violent confrontation between the former Secretary of the Treasury and the sitting vice president? ",Burr-Hamilton Duel,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
795,2021.c.1.4.4,2021,c,1,4,NA,4,tossup,,"These specific people were banned from working on the Sabbath in the ""Manifesto of three-day Corvee "" passed by Paul I. During the ""Forbidden Years,"" the hardship of the  Livonian wars and crop failure led to these specific people losing their right to move from their estate. These people paid a rent known as obrok to the landed  boyars they served. In 1861, Alexander II emancipated, for ten points, what peasant class of Russia? ",Russian Serfs,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
796,2021.c.1.4.5,2021,c,1,4,NA,5,tossup,,"In this nation, Hezekiah Ochuka was hanged for his leadership of a 1982 coup attempt, which failed after most of his soldiers got drunk instead of arresting the sitting president. The White Highlands of this nation were seized during the  Mau Mau Uprising, whose participants included Daniel arap Moi and Jomo  Kenyatta. Formerly known as British East Africa, for ten points, what nation includes cities such as Mombasa and Nairobi? ",Kenya,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
797,2021.c.1.4.6,2021,c,1,4,NA,6,tossup,,"Known as heket to the Egyptians, this good fills the ""mouth of a perfectly contented man,"" according to a 23rd century BC proverb. Shorting a customer of this substance is punishable by  drowning per the Code of Hammurabi, and the Sumerians drank a thick version of this beverage through a straw. Cereals like barley and  wheat are used to make, for ten points, what ancient alcoholic drink often made at a brewery? ",beer,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
798,2021.c.1.4.7,2021,c,1,4,NA,7,tossup,,"One composer from this modern-day country used a ""sacred minimalist"" sound that is exemplified by his Symphony of Sorrowful Songs and the  Copernican Symphony. Another composer from this country wrote a series of pieces based on music from this country, including mazurkas and polonaises, though he is best known for his études and the Minute Waltz.  For ten points, name this home country of Henryk Górecki and Frédéric Chopin , who was born in the Duchy of Warsaw. ",Poland,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
799,2021.c.1.4.8,2021,c,1,4,NA,8,tossup,,"After the Great Flood of 1927 on this body of water, over 200,000 displaced Black people moved north, joining the Great Migration. The longest  levee system in the world was authorized in response to this body overflowing in the most destructive flood in U.S. history. Many downriver parishes in  Louisiana were destroyed during the 1927 ""Great Flood"" of, for ten points, what major U.S. river that enters the Gulf of Mexico near New Orleans? ",Mississippi River,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
800,2021.c.1.extra.1,2021,c,1,extra,NA,1,tossup + bonus,,"This man's middle name meant ""troublemaker"" in the Xhosa  language. As a member of his country's Communist Party, this man lived on the Liliesleaf Farm while heading ""Spear of the Nation.""  In 1964, this man declared ""I Am Prepared to Die"" during the Rivonia Trial. During his country's first free elections in 1994, this man's African  National Congress defeated F.W. de Klerk's National Party. For ten points, name this first post-apartheid South African president. ",Nelson Mandela,TRUE,FALSE," The ""Great"" Mughal emperor, Akbar, created the ""Divine Faith,"" which incorporated aspects of Islam, Hinduism, and what other religion which is based on the teachings of Siddhartha Gautama? ",Buddhism,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
801,2021.c.2.1.1,2021,c,2,1,NA,1,tossup,,"The northern half of this peninsula was controlled in the 600s by an Exarchate  based in Ravenna. Hannibal Barca crossed the Alps with a mercenary army to raid this peninsula which hosts several microstates, including San Marino and Vatican City. For ten points, name this peninsula, the former home of the Etruscan civilization and the heart of the Roman Empire.",Italian peninsula,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
802,2021.c.2.1.2,2021,c,2,1,NA,2,tossup,,"This leader obtained a doctorate in quantum chemistry in 1986 prior to entering politics. This politician played a central role in negotiating the Treaty of Lisbon and was a main figure behind the stimulus plan to help shelter the European Union from the Great Recession. The leader of the Christian Democratic Union from 2000 to 2018, this politician was elected to her highest position in 2005. For ten points, name this first female chancellor of Germany.",Angela Merkel,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,TRUE,Angela Merkel,
803,2021.c.2.1.3,2021,c,2,1,NA,3,tossup,,"Friedrich Miescher  first identified this molecule in 1869, calling it nuclein. Helicases create a ""fork"" during the replication of this molecule, whose structure was identified thanks to Rosalind Franklin's Photo 51. For ten points, name this molecule that is often sequenced, best identified by its double-helix structure documented by Watson and Crick.",DNA,FALSE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Rosalind Franklin,
804,2021.c.2.1.4,2021,c,2,1,NA,4,tossup,,"This man ordered the Hungnam Evacuation following his failure to predict an invasion by the People's Volunteer Army. This man's failure to abandon the strategically insignificant site of Peleliu  resulted in devastating losses for U.S. marines. This man's support of the use of nuclear weapons in the Korean War led to his sacking by Harry S. Truman. For ten points, name this Supreme Allied commander in the Pacific Theater.",Douglas MacArthur,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
805,2021.c.2.1.5,2021,c,2,1,NA,5,tossup,,"This ruler called Foreign Minister Nikita Panin a ""personal encyclopedia,"" though Panin fell out of favor by advocating for the Northern Alliance with Prussia. To convince this empress that the typical serf fares well, her lover and advisor Grigory Potemkin supposedly showed her retinue false villages in Crimea. Upon conversion to the Russian Orthodox church, the name Yekaterina was given to, for ten points, which Russian empress of the 18th century?",Catherine the Great,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,TRUE,Catherine the Great,
806,2021.c.2.1.6,2021,c,2,1,NA,6,tossup,,"The ""Plan of the Three Guarantees"" in this nation's city of Iguala established a short-lived Constitutional Monarchy there. The ransacking of a foreign chef's shop led to the First French Intervention in this nation during the Pastry War. This nation's war of independence began after the Grito de Dolores by Don Miguel Hidalgo. Much of New Spain was made up of, for ten points, what North American nation to the south of the United States?",Mexico,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
807,2021.c.2.1.7,2021,c,2,1,NA,7,tossup,,"This one-time Minister of France refused to condemn the Reign of Terror saying it would ""Undermine the cause of republicanism in America."" With James Madison, this man sponsored and wrote the National Gazette to raise money for his agrarian party. For ten points, name this Secretary of State in the first presidential cabinet, the rival of Alexander Hamilton and principal author of the Declaration of Independence.",Thomas Jefferson,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
808,2021.c.2.1.8,2021,c,2,1,NA,8,tossup,,"Ibn Battuta claimed that this structure's purpose was to keep out demonic beasts named Gog and Magog. The first sections of this structure were believed to have been built during the Spring and Autumn Period. The rebel Li Zicheng was defeated by a combined force of Manchus and General Wu Sangui's  loyalists at this structure's namesake fortress in the Battle of Shanhai Pass. For ten points, name this series of fortifications across northern China.",Great Wall of China,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
809,2021.c.2.1.9,2021,c,2,1,NA,9,tossup,,"A series of works titled Anti- were written by political figures including John Dewitt and George Clinton. Both ""checks and balances"" and ""separation of powers"" are advocated for in the 51st piece of this collection, which also states the legislative branch is the true voice of the people. The name ""Publius"" was used by Madison, Hamilton, and Jay to write, for ten points, what collection of essays supporting the ratification of the U.S. Constitution?",Federalist Papers,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
810,2021.c.2.1.10,2021,c,2,1,NA,10,tossup,,"In Islam, this book is identified with a pre-Islamic holy book titled Zabur. Portions of this book labelled mizmor were originally intended to be sung. Many sections of this book are attributed to Asaph and the Sons of Korah. The 23rd chapter of this book begins with the line ""The Lord is my shepherd, I shall not want."" For ten points, name this Old Testament book that contains many poems attributed to King David.",Psalms,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
811,2021.c.2.2.1,2021,c,2,2,NA,1,tossup + bonus,,"The architects of this federal building were Cass Gilbert and Cass Gilbert Jr., and it was designated a National Historical Landmark in 1987. Prior to its completion in 1935, this building's main inhabitants worked in the Old Senate Chambers. Recent workers in this building include Elena Kagan, Neil Gorsuch, and Chief Justice John Roberts. For ten points, name this building in Washington D.C., home to the federal judicial branch.",US Supreme Court building,FALSE,FALSE,This politician is the only person to have served both as U.S. president and Chief Justice and was the main proponent of building the new Supreme Court Building during the 1920s.,William Howard Taft,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Elena Kagan,
812,2021.c.2.2.2,2021,c,2,2,NA,2,tossup + bonus,,"This ruler met up with Maximilian I to defeat the French at the Battle of the Spurs, though he later took part in a peaceful celebration with Francis I at the Field of the Cloth of Gold. After supporting the Acts of Supremacy, this monarch presided over the dissolution of his country's monasteries. That occurred after this man broke from the Catholic Church in order to divorce Catherine of Aragon. For ten points, name this Tudor king of England, remembered for his six wives.",Henry VIII,TRUE,FALSE,This woman became Henry's second wife after he secured his divorce from Catherine. This woman was the mother of future Queen Elizabeth I.,Anne Boleyn,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Catherine of Aragon, Anne Boleyn, Elizabeth I",
813,2021.c.2.2.3,2021,c,2,2,NA,3,tossup + bonus,,"The extinct great auk lived around the northern part of this ocean, and the Grand Banks in this ocean were a major center for cod fishing until their depletion in the 1990s. The navigator Himilco might have discovered this sea's Sargasso region in the 5th century BC. Most likely named for a certain globe-carrying Titan, for ten points, what is this ocean on which one finds the cities of Boston and New York?",Atlantic Ocean,FALSE,FALSE,"The Grand Banks lie off the coast of this island which was possibly known as ""Vinland"" to Leif Ericson. It is the site of the Viking village L'Anse aux Meadows .",Newfoundland,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
814,2021.c.2.2.4,2021,c,2,2,NA,4,tossup + bonus,,"The Ratha was a variant of this military technology introduced during India's Harappan  period. In an effort to counter heavy hoplite  infantry, Xerxes I  deployed the ""scythed"" variety of this technology. The Battle of Kadesh was the largest battle deploying this military technology. For ten points, name this swift, often multi-horsed conveyance used in Bronze Age warfare.",war chariots,FALSE,FALSE,"The Scythian tribes are believed to have used chariots during their migratory periods. They occupied what vast ecoregion of Central Asia, a largely treeless grassland?",Eurasian Steppe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
815,2021.c.2.2.5,2021,c,2,2,NA,5,tossup + bonus,,"This island's Sette Giugno  holiday commemorates a British massacre of Italian irredentists. It's not Rhodes, but King George VI  awarded this entire island the George Cross after it resisted Axis bombing campaigns. The image of Ottoman invincibility was shattered after the Knights Hospitaller successfully defended this island in 1565. Jean Parisot de Valette  names the capital of, for ten points, what small island nation to the south of Sicily?",Malta,FALSE,FALSE,"The Malta Summit between George H.W. Bush and this final Soviet leader occurred a few weeks after the fall of the Berlin Wall, declaring an end to the Cold War.",Mikhail Gorbachev,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
816,2021.c.2.2.6,2021,c,2,2,NA,6,tossup + bonus,,"During a 1781 raid, a force commanded by this man spared the main house at Berkeley Plantation, which he planned to appropriate for his own residence. This man arrived with relief troops to break the siege of Fort Stanwix and joined with Ethan Allen to capture Fort Ticonderoga. This major general later worked with John André in an attempt to surrender West Point. For ten points, name this Continental Army officer who defected to the British in 1780.",Benedict Arnold,TRUE,FALSE,"Among the residents who escaped Berkeley Plantation through secret tunnels as Arnold approached was this then seven-year-old, who later became the shortest-serving president in U.S. history, dying shortly after giving the longest inauguration speech ever read.",William Henry Harrison,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
817,2021.c.2.2.7,2021,c,2,2,NA,7,tossup + bonus,,"A New York Times editorial from the 1870s decried this activity alongside lynchings as ""Incurable Evils."" This activity's ""Father,"" Walter Camp, met with President Theodore Roosevelt in a summit to limit collegiate fatalities in it. The Vince Lombardi-coached Packers defeated the Chiefs in this sport's first championship following the AFL-NFL merger. Gerald Ford played the ""Center"" position for the Michigan Wolverines in, for ten points, what American sport?",American Football,FALSE,FALSE,"Immediately after the firing of Hue Jackson, the Cleveland Browns made overtures suggesting they would attempt to hire this female Secretary of State under the George W. Bush administration as their head coach.",Condoleeza Rice,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Condoleeza Rice,
818,2021.c.2.2.8,2021,c,2,2,NA,8,tossup + bonus,,"A craze concerning this technology struck England in 1896 as people believed it had both beautification and germicidal properties. Until the 1950s, this technology was sold commercially to U.S. shoe stores to help associates size customers. Discoverer Wilhelm Roentgen  shouted “I have seen my death!” due to this invention revealing his hand's metacarpals and phalanges. For ten points, name this form of electromagnetic radiation often used to see if human bones are broken.",X-Ray,FALSE,FALSE,"This Serbian-born scientist unknowingly conducted X-ray experiments prior to Roentgen's identification of it. This proponent of alternating current also created a namesake ""Coil.""",Nikola Tesla,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
819,2021.c.2.3.lightning.1.1,2021,c,2,3,1,1,lightning,"Concerning the Haymarket Square Riot, name the …",Illinois city in which it occurred.,"Chicago, Illinois",FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
820,2021.c.2.3.lightning.1.2,2021,c,2,3,1,2,lightning,"Concerning the Haymarket Square Riot, name the …",Twice-elected U.S. president who was in office during the unrest.,Grover Cleveland,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
821,2021.c.2.3.lightning.1.3,2021,c,2,3,1,3,lightning,"Concerning the Haymarket Square Riot, name the …",Number of daily work hours sought by striking workers during the riot.,eight,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
822,2021.c.2.3.lightning.1.4,2021,c,2,3,1,4,lightning,"Concerning the Haymarket Square Riot, name the …",Anti-government ideology for which several men at the riot were later convicted of supporting.,anarchism,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
823,2021.c.2.3.lightning.1.5,2021,c,2,3,1,5,lightning,"Concerning the Haymarket Square Riot, name the …","Union known as the ""Wobblies"" whose founder, ""Big Bill"" Haywood, was inspired by the affair.",Industrial Workers of the World,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
824,2021.c.2.3.lightning.1.6,2021,c,2,3,1,6,lightning,"Concerning the Haymarket Square Riot, name the …",Labor union led by Samuel Gompers which organized the demonstrations.,American Federation of Labor,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
825,2021.c.2.3.lightning.1.7,2021,c,2,3,1,7,lightning,"Concerning the Haymarket Square Riot, name the …",Organization hired as strikebreakers whose agents may have thrown the bombs that led to the riot.,Pinkerton Agency,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
826,2021.c.2.3.lightning.1.8,2021,c,2,3,1,8,lightning,"Concerning the Haymarket Square Riot, name the …",Labor holiday named for a month whose date commemorates the affair.,May Day,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
827,2021.c.2.3.lightning.2.1,2021,c,2,3,2,1,lightning,"Concerning the Thirty Years' War, name the…","Czech city in which a ""Defenestration"" of Catholic officials began the Bohemian phase of the war.",Prague,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
828,2021.c.2.3.lightning.2.2,2021,c,2,3,2,2,lightning,"Concerning the Thirty Years' War, name the…",Dynasty of Holy Roman Emperors from Austria who fought to reinstitute Catholicism as the majority faith in the realm.,Habsburgs,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
829,2021.c.2.3.lightning.2.3,2021,c,2,3,2,3,lightning,"Concerning the Thirty Years' War, name the…","Region of Spain, including Barcelona, which revolted during a sub-conflict within the war. ",Catalonia,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
830,2021.c.2.3.lightning.2.4,2021,c,2,3,2,4,lightning,"Concerning the Thirty Years' War, name the…",German region which names a series of peace treaties ending the war.,Wesphalia,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
831,2021.c.2.3.lightning.2.5,2021,c,2,3,2,5,lightning,"Concerning the Thirty Years' War, name the…","Swedish ""Lion of the North"" who intervened to win a major victory at Breitenfeld .",Gustavus Adolphus,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
832,2021.c.2.3.lightning.2.6,2021,c,2,3,2,6,lightning,"Concerning the Thirty Years' War, name the…",16th century treaty which allowed Imperial princes to choose what Christian faith to follow.,Peace of Augsburg,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
833,2021.c.2.3.lightning.2.7,2021,c,2,3,2,7,lightning,"Concerning the Thirty Years' War, name the…","French cardinal and ""prime minister"" who was the architect of France's entry into the war on the Protestant side.",Cardinal Richelieu,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
834,2021.c.2.3.lightning.2.8,2021,c,2,3,2,8,lightning,"Concerning the Thirty Years' War, name the…",Catholic League general who sacked the city of Magdeburg and won the Battle of White Mountain in Bohemia.,Johann Tserclaes Count of Tilly,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
835,2021.c.2.3.lightning.3.1,2021,c,2,3,3,1,lightning,"Concerning the Abbasid dynasty, name the…","Title claimed by their ruler which translates to ""successor"" in Arabic",Caliph,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
836,2021.c.2.3.lightning.3.2,2021,c,2,3,3,2,lightning,"Concerning the Abbasid dynasty, name the…",City in modern Iraq built to be their capital.,Baghdad,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
837,2021.c.2.3.lightning.3.3,2021,c,2,3,3,3,lightning,"Concerning the Abbasid dynasty, name the…",Islamic dynasty they defeated and usurped in 750 CE.,Umayyad,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
838,2021.c.2.3.lightning.3.4,2021,c,2,3,3,4,lightning,"Concerning the Abbasid dynasty, name the…",Enslaved soldiers who later founded a sultanate in Egypt that was conquered by the Ottomans.,Mamlukes,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
839,2021.c.2.3.lightning.3.5,2021,c,2,3,3,5,lightning,"Concerning the Abbasid dynasty, name the…","Discipline of mathematics involving symbols whose name means ""restoration,"" derived from a book by al-Khwarizmi.",algebra,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
840,2021.c.2.3.lightning.3.6,2021,c,2,3,3,6,lightning,"Concerning the Abbasid dynasty, name the…","Egyptian dynasty founded in the wake of their collapse, named for its descent from Muhammad's daughter.",Fatimid,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
841,2021.c.2.3.lightning.3.7,2021,c,2,3,3,7,lightning,"Concerning the Abbasid dynasty, name the…","Their second ruler, the brother of as-Saffah, who stabilized the dynasty.",Al-Mansur,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,
