"","ID","type","places"
"897","2021.c.3.4.4","tossup","list()"
"898","2021.c.3.4.5","tossup","list()"
"899","2021.c.3.4.6","tossup","c(""Romania"", ""Greece"", ""Bulgaria"", ""Austria"", ""Hungary"", ""Bosnia  "", ""Yugoslavia"")"
"900","2021.c.3.4.7","tossup","c(""Ptolemy"", ""Zoroaster"")"
"901","2021.c.3.4.8","tossup","Tatyana"
"902","2021.c.3.extra.1","tossup + bonus","c(""England"", ""UK"")"
"903","2021.c.4.1.1","tossup","list()"
"904","2021.c.4.1.2","tossup","c(""San Juan"", ""the United States"", ""U.S."")"
"905","2021.c.4.1.3","tossup","c(""Hesse"", ""Germania"", ""Odin"")"
"906","2021.c.4.1.4","tossup","list()"
"907","2021.c.4.1.5","tossup","the United States"
"908","2021.c.4.1.6","tossup","c(""Nizhny Novgorod"", ""Dearborn"")"
"909","2021.c.4.1.7","tossup","list()"
"910","2021.c.4.1.8","tossup","Teotihuacan"
"911","2021.c.4.1.9","tossup","list()"
"912","2021.c.4.1.10","tossup","c(""Estonia"", ""Ireland"", ""U.S."", ""New York"", ""Oneida"")"
"913","2021.c.4.2.1","tossup + bonus","list()"
"914","2021.c.4.2.2","tossup + bonus","c(""Tsushima  Strait"", ""Portsmouth"")"
"915","2021.c.4.2.3","tossup + bonus","list()"
"916","2021.c.4.2.4","tossup + bonus","list()"
"917","2021.c.4.2.5","tossup + bonus","list()"
"918","2021.c.4.2.6","tossup + bonus","list()"
"919","2021.c.4.2.7","tossup + bonus","Mendoza province"
"920","2021.c.4.2.8","tossup + bonus","c(""Rome"", ""Byzantium"")"
"921","2021.c.4.3.lightning.1.1","lightning","the Republic of Texas"
"922","2021.c.4.3.lightning.1.2","lightning","Texas"
"923","2021.c.4.3.lightning.1.3","lightning","the Texan Republic"
"924","2021.c.4.3.lightning.1.4","lightning","San Antonio"
"925","2021.c.4.3.lightning.1.5","lightning","c(""U.S."", ""Texas"")"
"926","2021.c.4.3.lightning.1.6","lightning","the Republic of Texas"
"927","2021.c.4.3.lightning.1.7","lightning","Texas"
"928","2021.c.4.3.lightning.1.8","lightning","list()"
"929","2021.c.4.3.lightning.2.1","lightning","c(""Kingdom"", ""Cleopatra"")"
"930","2021.c.4.3.lightning.2.2","lightning","list()"
"931","2021.c.4.3.lightning.2.3","lightning","Rome"
"932","2021.c.4.3.lightning.2.4","lightning","list()"
"933","2021.c.4.3.lightning.2.5","lightning","Rome"
"934","2021.c.4.3.lightning.2.6","lightning","list()"
"935","2021.c.4.3.lightning.2.7","lightning","list()"
"936","2021.c.4.3.lightning.2.8","lightning","list()"
"937","2021.c.4.3.lightning.3.1","lightning","list()"
"938","2021.c.4.3.lightning.3.2","lightning","c(""Columbus"", ""New Mexico"", ""U.S."")"
"939","2021.c.4.3.lightning.3.3","lightning","U.S."
"940","2021.c.4.3.lightning.3.4","lightning","list()"
"941","2021.c.4.3.lightning.3.5","lightning","Chiapas"
"942","2021.c.4.3.lightning.3.6","lightning","list()"
"943","2021.c.4.3.lightning.3.7","lightning","list()"
"944","2021.c.4.3.lightning.3.8","lightning","list()"
"945","2021.c.4.4.1","tossup","c(""Canada"", ""Great Britain"", ""the United States"")"
"946","2021.c.4.4.2","tossup","Gaul"
"947","2021.c.4.4.3","tossup","Skeleton"
"948","2021.c.4.4.4","tossup","the United States"
"949","2021.c.4.4.5","tossup","c(""U.S."", ""Canada"")"
"950","2021.c.4.4.6","tossup","list()"
"951","2021.c.4.4.7","tossup","c(""Athens"", ""Sparta"")"
"952","2021.c.4.4.8","tossup","c(""U.S."", ""Philippines"", ""Missouri"", ""Mississippi"")"
"953","2021.c.4.extra.1","tossup + bonus","c(""U.S."", ""the United States's"", ""Grover Cleveland"")"
"954","2021.c.5.1.1","tossup","Nepal"
"955","2021.c.5.1.2","tossup","list()"
"956","2021.c.5.1.3","tossup","c(""Japan"", ""U.S."", ""Hawaii"")"
"957","2021.c.5.1.4","tossup","c(""Tilbury"", ""Cádiz"", ""Spain"", ""England"")"
"958","2021.c.5.1.5","tossup","U.S."
"959","2021.c.5.1.6","tossup","Mexico"
"960","2021.c.5.1.7","tossup","the German Empire"
"961","2021.c.5.1.8","tossup","Montagnana"
"962","2021.c.5.1.9","tossup","Britannia"
"963","2021.c.5.1.10","tossup","Bingerville"
"964","2021.c.5.2.1","tossup + bonus","c(""California"", ""California"")"
"965","2021.c.5.2.2","tossup + bonus","St. Louis"
"966","2021.c.5.2.3","tossup + bonus","list()"
"967","2021.c.5.2.4","tossup + bonus","Italy"
"968","2021.c.5.2.5","tossup + bonus","c(""Ganga"", ""Parvati"")"
"969","2021.c.5.2.6","tossup + bonus","c(""Soviet Republic"", ""Germany"", ""Czechoslovakia"", ""Bavaria"")"
"970","2021.c.5.2.7","tossup + bonus","list()"
"971","2021.c.5.2.8","tossup + bonus","c(""Fort Stanwix"", ""West Point"")"
"972","2021.c.5.3.lightning.1.1","lightning","list()"
"973","2021.c.5.3.lightning.1.2","lightning","list()"
"974","2021.c.5.3.lightning.1.3","lightning","c(""Propaganda"", ""U.S."")"
"975","2021.c.5.3.lightning.1.4","lightning","list()"
"976","2021.c.5.3.lightning.1.5","lightning","list()"
"977","2021.c.5.3.lightning.1.6","lightning","Washington"
"978","2021.c.5.3.lightning.1.7","lightning","list()"
"979","2021.c.5.3.lightning.1.8","lightning","list()"
"980","2021.c.5.3.lightning.2.1","lightning","list()"
"981","2021.c.5.3.lightning.2.2","lightning","list()"
"982","2021.c.5.3.lightning.2.3","lightning","list()"
"983","2021.c.5.3.lightning.2.4","lightning","list()"
"984","2021.c.5.3.lightning.2.5","lightning","list()"
"985","2021.c.5.3.lightning.2.6","lightning","list()"
"986","2021.c.5.3.lightning.2.7","lightning","list()"
"987","2021.c.5.3.lightning.2.8","lightning","list()"
"988","2021.c.5.3.lightning.3.1","lightning","Nomadic"
"989","2021.c.5.3.lightning.3.2","lightning","list()"
"990","2021.c.5.3.lightning.3.3","lightning","list()"
"991","2021.c.5.3.lightning.3.4","lightning","list()"
"992","2021.c.5.3.lightning.3.5","lightning","list()"
"993","2021.c.5.3.lightning.3.6","lightning","Jingdezhen"
"994","2021.c.5.3.lightning.3.7","lightning","Yingzhong"
"995","2021.c.5.3.lightning.3.8","lightning","list()"
"996","2021.c.5.4.1","tossup","Sparta"
"997","2021.c.5.4.2","tossup","c(""Cuama"", ""Namibia"", ""German Empire"", ""Mutapa  Empire"", ""Zambia"", ""Zimbabwe"")"
"998","2021.c.5.4.3","tossup","c(""Wavre"", ""Wellington"")"
"999","2021.c.5.4.4","tossup","Paris"
"1000","2021.c.5.4.5","tossup","c(""U.S."", ""Kuwait"", ""Iraq"")"
"1001","2021.c.5.4.6","tossup","list()"
"1002","2021.c.5.4.7","tossup","Oregon"
"1003","2021.c.5.4.8","tossup","Haiti"
"1004","2021.c.5.extra.1","tossup + bonus","c(""U.S."", ""USSR"", ""Barry  Goldwater"")"
"1005","2021.a.1.1.1","tossup","list()"
"1006","2021.a.1.1.2","tossup","the United States"
"1007","2021.a.1.1.3","tossup","Iraq"
"1008","2021.a.1.1.4","tossup","list()"
"1009","2021.a.1.1.5","tossup","list()"
"1010","2021.a.1.1.6","tossup","list()"
"1011","2021.a.1.1.7","tossup","c(""Laos"", ""Thailand"", ""Myanmar"", ""Canton"")"
"1012","2021.a.1.1.8","tossup","list()"
"1013","2021.a.1.1.9","tossup","Las Vegas"
"1014","2021.a.1.1.10","tossup","list()"
"1015","2021.a.1.2.1","tossup + bonus","c(""the Juliana Republic"", ""Brazil"", ""Nice"", ""France"", ""the First Italian Republic"")"
"1016","2021.a.1.2.2","tossup + bonus","Oklahoma"
"1017","2021.a.1.2.3","tossup + bonus","list()"
"1018","2021.a.1.2.4","tossup + bonus","c(""the United States"", ""the United States"")"
"1019","2021.a.1.2.5","tossup + bonus","London"
"1020","2021.a.1.2.6","tossup + bonus","list()"
"1021","2021.a.1.2.7","tossup + bonus","c(""Rome"", ""Sicily"")"
"1022","2021.a.1.2.8","tossup + bonus","list()"
"1023","2021.a.1.3.lightning.1.1","lightning","c(""Oregon"", ""Maine"")"
"1024","2021.a.1.3.lightning.1.2","lightning","Massachusetts"
"1025","2021.a.1.3.lightning.1.3","lightning","list()"
"1026","2021.a.1.3.lightning.1.4","lightning","c(""Washington"", ""Oregon"")"
"1027","2021.a.1.3.lightning.1.5","lightning","c(""Hawaii"", ""Oregon"")"
"1028","2021.a.1.3.lightning.1.6","lightning","Oregon"
"1029","2021.a.1.3.lightning.1.7","lightning","list()"
"1030","2021.a.1.3.lightning.1.8","lightning","Oregon"
"1031","2021.a.1.3.lightning.2.1","lightning","the Soviet Union"
"1032","2021.a.1.3.lightning.2.2","lightning","list()"
"1033","2021.a.1.3.lightning.2.3","lightning","the United States"
"1034","2021.a.1.3.lightning.2.4","lightning","Crimea"
"1035","2021.a.1.3.lightning.2.5","lightning","list()"
"1036","2021.a.1.3.lightning.2.6","lightning","c(""USSR"", ""China"")"
"1037","2021.a.1.3.lightning.2.7","lightning","Germany"
"1038","2021.a.1.3.lightning.2.8","lightning","list()"
"1039","2021.a.1.3.lightning.3.1","lightning","list()"
"1040","2021.a.1.3.lightning.3.2","lightning","list()"
"1041","2021.a.1.3.lightning.3.3","lightning","list()"
"1042","2021.a.1.3.lightning.3.4","lightning","list()"
"1043","2021.a.1.3.lightning.3.5","lightning","list()"
"1044","2021.a.1.3.lightning.3.6","lightning","list()"
"1045","2021.a.1.3.lightning.3.7","lightning","list()"
"1046","2021.a.1.3.lightning.3.8","lightning","list()"
"1047","2021.a.1.4.1","tossup","Amahl"
"1048","2021.a.1.4.2","tossup","c(""the Kingdom of  Morocco"", ""France"")"
"1049","2021.a.1.4.3","tossup","U.S."
"1050","2021.a.1.4.4","tossup","c(""Saigon"", ""Vietnam"")"
"1051","2021.a.1.4.5","tossup","c(""Alabama"", ""Alabama"")"
"1052","2021.a.1.4.6","tossup","Burma"
"1053","2021.a.1.4.7","tossup","U.S."
"1054","2021.a.1.4.8","tossup","c(""Wendover"", ""Canterbury"", ""England"")"
"1055","2021.a.1.extra.1","tossup + bonus","c(""Panipat"", ""Babur"")"
"1056","2021.a.2.1.1","tossup","c(""Tupaia"", ""Endeavour"", ""New Zealand"", ""Hawaii"")"
"1057","2021.a.2.1.2","tossup","c(""U.S."", ""Louisiana"", ""New York"")"
"1058","2021.a.2.1.3","tossup","c(""Sinope"", ""Russia"")"
"1059","2021.a.2.1.4","tossup","list()"
"1060","2021.a.2.1.5","tossup","list()"
"1061","2021.a.2.1.6","tossup","Sphyrelaton"
"1062","2021.a.2.1.7","tossup","list()"
"1063","2021.a.2.1.8","tossup","c(""U.S."", ""Cambodia"")"
"1064","2021.a.2.1.9","tossup","Brazil"
"1065","2021.a.2.1.10","tossup","England"
"1066","2021.a.2.2.1","tossup + bonus","U.S."
"1067","2021.a.2.2.2","tossup + bonus","list()"
"1068","2021.a.2.2.3","tossup + bonus","c(""Callinicus"", ""Heliopolis"", ""Egypt"")"
"1069","2021.a.2.2.4","tossup + bonus","c(""Ohio"", ""Tennessee"")"
"1070","2021.a.2.2.5","tossup + bonus","c(""Blue Rock"", ""U.S."", ""Virginia"", ""the District of Columbia"")"
"1071","2021.a.2.2.6","tossup + bonus","Bernissart"
"1072","2021.a.2.2.7","tossup + bonus","list()"
"1073","2021.a.2.2.8","tossup + bonus","Germany"
"1074","2021.a.2.3.lightning.1.1","lightning","list()"
"1075","2021.a.2.3.lightning.1.2","lightning","list()"
"1076","2021.a.2.3.lightning.1.3","lightning","list()"
"1077","2021.a.2.3.lightning.1.4","lightning","Greenwich Village"
"1078","2021.a.2.3.lightning.1.5","lightning","list()"
"1079","2021.a.2.3.lightning.1.6","lightning","list()"
"1080","2021.a.2.3.lightning.1.7","lightning","list()"
"1081","2021.a.2.3.lightning.1.8","lightning","list()"
"1082","2021.a.2.3.lightning.2.1","lightning","list()"
"1083","2021.a.2.3.lightning.2.2","lightning","list()"
"1084","2021.a.2.3.lightning.2.3","lightning","list()"
"1085","2021.a.2.3.lightning.2.4","lightning","list()"
"1086","2021.a.2.3.lightning.2.5","lightning","list()"
"1087","2021.a.2.3.lightning.2.6","lightning","list()"
"1088","2021.a.2.3.lightning.2.7","lightning","list()"
"1089","2021.a.2.3.lightning.2.8","lightning","Wellington"
"1090","2021.a.2.3.lightning.3.1","lightning","Japan"
"1091","2021.a.2.3.lightning.3.2","lightning","Japan"
"1092","2021.a.2.3.lightning.3.3","lightning","Japan"
"1093","2021.a.2.3.lightning.3.4","lightning","list()"
"1094","2021.a.2.3.lightning.3.5","lightning","c(""Beijing"", ""China"")"
"1095","2021.a.2.3.lightning.3.6","lightning","list()"
"1096","2021.a.2.3.lightning.3.7","lightning","list()"
"1097","2021.a.2.3.lightning.3.8","lightning","c(""China"", ""Indochina"")"
"1098","2021.a.2.4.1","tossup","c(""Tungning Kingdom"", ""the Republic of China"")"
"1099","2021.a.2.4.2","tossup","list()"
"1100","2021.a.2.4.3","tossup","list()"
"1101","2021.a.2.4.4","tossup","Scotland"
"1102","2021.a.2.4.5","tossup","c(""the Gaza Strip"", ""West Bank"", ""Israel"")"
"1103","2021.a.2.4.6","tossup","c(""Virginia"", ""U.S."")"
"1104","2021.a.2.4.7","tossup","c(""U.S."", ""Wyoming"", ""Idaho"", ""Montana"")"
"1105","2021.a.2.4.8","tossup","c(""Germanic"", ""Reykjavík"")"
"1106","2021.a.2.extra.1","tossup + bonus","c(""Moscow"", ""Lithuania"", ""Latvia"")"
"1107","2021.a.3.1.1","tossup","list()"
"1108","2021.a.3.1.2","tossup","New Jersey"
"1109","2021.a.3.1.3","tossup","North Korea"
"1110","2021.a.3.1.4","tossup","Austria-Hungary"
"1111","2021.a.3.1.5","tossup","Grammys"
"1112","2021.a.3.1.6","tossup","Mindanao"
"1113","2021.a.3.1.7","tossup","list()"
"1114","2021.a.3.1.8","tossup","list()"
"1115","2021.a.3.1.9","tossup","c(""Sweden"", ""New York"")"
"1116","2021.a.3.1.10","tossup","list()"
"1117","2021.a.3.2.1","tossup + bonus","c(""U.S."", ""Mexico"")"
"1118","2021.a.3.2.2","tossup + bonus","U.S."
"1119","2021.a.3.2.3","tossup + bonus","Russia"
"1120","2021.a.3.2.4","tossup + bonus","Vietnam"
"1121","2021.a.3.2.5","tossup + bonus","California"
"1122","2021.a.3.2.6","tossup + bonus","c(""Rome"", ""Valentia"", ""Corduba"", ""Toledo"")"
"1123","2021.a.3.2.7","tossup + bonus","list()"
"1124","2021.a.3.2.8","tossup + bonus","list()"
"1125","2021.a.3.3.lightning.1.1","lightning","list()"
"1126","2021.a.3.3.lightning.1.2","lightning","list()"
"1127","2021.a.3.3.lightning.1.3","lightning","list()"
"1128","2021.a.3.3.lightning.1.4","lightning","New York"
"1129","2021.a.3.3.lightning.1.5","lightning","list()"
"1130","2021.a.3.3.lightning.1.6","lightning","list()"
"1131","2021.a.3.3.lightning.1.7","lightning","list()"
"1132","2021.a.3.3.lightning.1.8","lightning","list()"
"1133","2021.a.3.3.lightning.2.1","lightning","Hegemonic"
"1134","2021.a.3.3.lightning.2.2","lightning","list()"
"1135","2021.a.3.3.lightning.2.3","lightning","c(""Pupienus"", ""Balbinus"")"
"1136","2021.a.3.3.lightning.2.4","lightning","Rome"
"1137","2021.a.3.3.lightning.2.5","lightning","list()"
"1138","2021.a.3.3.lightning.2.6","lightning","list()"
"1139","2021.a.3.3.lightning.2.7","lightning","Rome"
"1140","2021.a.3.3.lightning.2.8","lightning","list()"
"1141","2021.a.3.3.lightning.3.1","lightning","list()"
"1142","2021.a.3.3.lightning.3.2","lightning","list()"
"1143","2021.a.3.3.lightning.3.3","lightning","list()"
"1144","2021.a.3.3.lightning.3.4","lightning","list()"
"1145","2021.a.3.3.lightning.3.5","lightning","list()"
"1146","2021.a.3.3.lightning.3.6","lightning","list()"
"1147","2021.a.3.3.lightning.3.7","lightning","list()"
"1148","2021.a.3.3.lightning.3.8","lightning","Xi'an"
"1149","2021.a.3.4.1","tossup","list()"
"1150","2021.a.3.4.2","tossup","Morgante"
"1151","2021.a.3.4.3","tossup","c(""Pliny"", ""Italy"")"
"1152","2021.a.3.4.4","tossup","Katharina"
"1153","2021.a.3.4.5","tossup","c(""Iceland"", ""Sweden"", ""Sicily"", ""U.S."", ""Tripoli"")"
"1154","2021.a.3.4.6","tossup","Irula"
"1155","2021.a.3.4.7","tossup","c(""Alton"", ""Illinois"")"
"1156","2021.a.3.4.8","tossup","Geneva"
"1157","2021.a.3.extra.1","tossup + bonus","list()"
"1158","2021.a.4.1.1","tossup","c(""Richmond"", ""Bacon"", ""Williamsburg"")"
"1159","2021.a.4.1.2","tossup","c(""Netherlands"", ""Armada"")"
"1160","2021.a.4.1.3","tossup","Harijan"
"1161","2021.a.4.1.4","tossup","c(""Chalus"", ""France"")"
"1162","2021.a.4.1.5","tossup","c(""Peru"", ""Lima"")"
"1163","2021.a.4.1.6","tossup","list()"
"1164","2021.a.4.1.7","tossup","list()"
"1165","2021.a.4.1.8","tossup","list()"
"1166","2021.a.4.1.9","tossup","list()"
"1167","2021.a.4.1.10","tossup","list()"
"1168","2021.a.4.2.1","tossup + bonus","list()"
"1169","2021.a.4.2.2","tossup + bonus","list()"
"1170","2021.a.4.2.3","tossup + bonus","c(""India"", ""Babur"")"
"1171","2021.a.4.2.4","tossup + bonus","c(""Utah"", ""Jeopardy"")"
"1172","2021.a.4.2.5","tossup + bonus","Cebu"
"1173","2021.a.4.2.6","tossup + bonus","c(""the United Arab Emirates"", ""Karbala"", ""Baghdad"")"
"1174","2021.a.4.2.7","tossup + bonus","New Orleans"
"1175","2021.a.4.2.8","tossup + bonus","c(""Poisons"", ""Pythia"")"
"1176","2021.a.4.3.lightning.1.1","lightning","U.S."
"1177","2021.a.4.3.lightning.1.2","lightning","list()"
"1178","2021.a.4.3.lightning.1.3","lightning","list()"
"1179","2021.a.4.3.lightning.1.4","lightning","list()"
"1180","2021.a.4.3.lightning.1.5","lightning","Tennessee"
"1181","2021.a.4.3.lightning.1.6","lightning","list()"
"1182","2021.a.4.3.lightning.1.7","lightning","San Antonio"
"1183","2021.a.4.3.lightning.1.8","lightning","c(""Tennessee"", ""Angelina"")"
"1184","2021.a.4.3.lightning.2.1","lightning","list()"
"1185","2021.a.4.3.lightning.2.2","lightning","Norway"
"1186","2021.a.4.3.lightning.2.3","lightning","Greenland"
"1187","2021.a.4.3.lightning.2.4","lightning","c(""Norway"", ""Sweden"", ""Denmark"")"
"1188","2021.a.4.3.lightning.2.5","lightning","list()"
"1189","2021.a.4.3.lightning.2.6","lightning","Norway"
"1190","2021.a.4.3.lightning.2.7","lightning","Norway"
"1191","2021.a.4.3.lightning.2.8","lightning","c(""Denmark"", ""Norway"", ""Norway"")"
"1192","2021.a.4.3.lightning.3.1","lightning","Salisbury"
"1193","2021.a.4.3.lightning.3.2","lightning","Zimbabwe"
"1194","2021.a.4.3.lightning.3.3","lightning","list()"
"1195","2021.a.4.3.lightning.3.4","lightning","Zimbabwe"
"1196","2021.a.4.3.lightning.3.5","lightning","Zimbabwe"
"1197","2021.a.4.3.lightning.3.6","lightning","Zimbabwe"
"1198","2021.a.4.3.lightning.3.7","lightning","Zimbabwe"
"1199","2021.a.4.3.lightning.3.8","lightning","Zimbabwe"
"1200","2021.a.4.4.1","tossup","Minsk"
"1201","2021.a.4.4.2","tossup","list()"
"1202","2021.a.4.4.3","tossup","Phoenix"
"1203","2021.a.4.4.4","tossup","list()"
"1204","2021.a.4.4.5","tossup","list()"
"1205","2021.a.4.4.6","tossup","c(""Edinburgh"", ""Midlothian"")"
"1206","2021.a.4.4.7","tossup","united Germany"
"1207","2021.a.4.4.8","tossup","c(""U.S."", ""Chicago"")"
"1208","2021.a.4.extra.1","tossup + bonus","c(""Japan"", ""Pyongyang"")"
"1209","2021.a.5.1.1","tossup","c(""Quebec"", ""Massachusetts"")"
"1210","2021.a.5.1.2","tossup","c(""Bavaria"", ""Norway"")"
"1211","2021.a.5.1.3","tossup","c(""Aleutian"", ""Alaska"", ""Russia"")"
"1212","2021.a.5.1.4","tossup","San Lorenzo"
"1213","2021.a.5.1.5","tossup","c(""Nuwa"", ""Pangu"", ""Phoenix"")"
"1214","2021.a.5.1.6","tossup","Ohio"
"1215","2021.a.5.1.7","tossup","c(""Kandalanu"", ""Sennacherib"")"
"1216","2021.a.5.1.8","tossup","c(""the Soviet Union"", ""New Jersey"", ""Grover"")"
"1217","2021.a.5.1.9","tossup","c(""England"", ""Prussia"")"
"1218","2021.a.5.1.10","tossup","the Northwest Territories"
"1219","2021.a.5.2.1","tossup + bonus","c(""Oklahoma"", ""U.S."")"
"1220","2021.a.5.2.2","tossup + bonus","c(""Canada"", ""Australia"", ""New Zealand"", ""Britain"", ""Britain"")"
"1221","2021.a.5.2.3","tossup + bonus","America"
"1222","2021.a.5.2.4","tossup + bonus","Palo Alto"
"1223","2021.a.5.2.5","tossup + bonus","London"
"1224","2021.a.5.2.6","tossup + bonus","c(""Norway"", ""Massachusetts"", ""Augusta"")"
"1225","2021.a.5.2.7","tossup + bonus","list()"
"1226","2021.a.5.2.8","tossup + bonus","c(""Numidia"", ""Egypt"")"
"1227","2021.a.5.3.lightning.1.1","lightning","list()"
"1228","2021.a.5.3.lightning.1.2","lightning","list()"
"1229","2021.a.5.3.lightning.1.3","lightning","list()"
"1230","2021.a.5.3.lightning.1.4","lightning","list()"
"1231","2021.a.5.3.lightning.1.5","lightning","U.S."
"1232","2021.a.5.3.lightning.1.6","lightning","list()"
"1233","2021.a.5.3.lightning.1.7","lightning","list()"
"1234","2021.a.5.3.lightning.1.8","lightning","list()"
"1235","2021.a.5.3.lightning.2.1","lightning","West Africa"
"1236","2021.a.5.3.lightning.2.2","lightning","list()"
"1237","2021.a.5.3.lightning.2.3","lightning","list()"
"1238","2021.a.5.3.lightning.2.4","lightning","Portugal"
"1239","2021.a.5.3.lightning.2.5","lightning","list()"
"1240","2021.a.5.3.lightning.2.6","lightning","India"
"1241","2021.a.5.3.lightning.2.7","lightning","Malacca"
"1242","2021.a.5.3.lightning.2.8","lightning","Angola"
"1243","2021.a.5.3.lightning.3.1","lightning","list()"
"1244","2021.a.5.3.lightning.3.2","lightning","Munich"
"1245","2021.a.5.3.lightning.3.3","lightning","list()"
"1246","2021.a.5.3.lightning.3.4","lightning","list()"
"1247","2021.a.5.3.lightning.3.5","lightning","list()"
"1248","2021.a.5.3.lightning.3.6","lightning","B.C."
"1249","2021.a.5.3.lightning.3.7","lightning","list()"
"1250","2021.a.5.3.lightning.3.8","lightning","list()"
"1251","2021.a.5.4.1","tossup","c(""Xinjiang"", ""the People’s Republic of China"")"
"1252","2021.a.5.4.2","tossup","c(""New York"", ""Mexico"")"
"1253","2021.a.5.4.3","tossup","c(""New York"", ""New Jersey"", ""Colonies"")"
"1254","2021.a.5.4.4","tossup","c(""Spain"", ""Aragon"")"
"1255","2021.a.5.4.5","tossup","c(""Buffalo"", ""LA"")"
"1256","2021.a.5.4.6","tossup","the United States"
"1257","2021.a.5.4.7","tossup","list()"
"1258","2021.a.5.4.8","tossup","c(""Gcwihaba"", ""Angola"", ""German Empire"")"
"1259","2021.a.5.extra.1","tossup + bonus","c(""Nazi Germany"", ""Italy"")"
"1260","2022.nationals.1.1.1","tossup","Massachusetts"
"1261","2022.nationals.1.1.2","tossup","list()"
"1262","2022.nationals.1.1.3","tossup","list()"
"1263","2022.nationals.1.1.4","tossup","list()"
"1264","2022.nationals.1.1.5","tossup","list()"
"1265","2022.nationals.1.1.6","tossup","the Belgian Congo"
"1266","2022.nationals.1.1.7","tossup","c(""Naples"", ""Anatolia"")"
"1267","2022.nationals.1.1.8","tossup","c(""Roxelana"", ""Malta"", ""Vienna"", ""the Ottoman Empire"")"
"1268","2022.nationals.1.1.9","tossup","the United Kingdom"
"1269","2022.nationals.1.1.10","tossup","list()"
"1270","2022.nationals.1.2.1","tossup + bonus","c(""Panama"", ""Venezuela"")"
"1271","2022.nationals.1.2.2","tossup + bonus","c(""Russia"", ""Russia"")"
"1272","2022.nationals.1.2.3","tossup + bonus","list()"
"1273","2022.nationals.1.2.4","tossup + bonus","c(""Cape Bojador"", ""the west coast of"")"
"1274","2022.nationals.1.2.5","tossup + bonus","c(""U.S."", ""Hamhung"", ""Rungrado"")"
"1275","2022.nationals.1.2.6","tossup + bonus","list()"
"1276","2022.nationals.1.2.7","tossup + bonus","list()"
"1277","2022.nationals.1.2.8","tossup + bonus","c(""San Juan Hill"", ""Puerto Rico"")"
"1278","2022.nationals.1.3.lightning.1.1","lightning","list()"
"1279","2022.nationals.1.3.lightning.1.2","lightning","list()"
"1280","2022.nationals.1.3.lightning.1.3","lightning","list()"
"1281","2022.nationals.1.3.lightning.1.4","lightning","Palo Alto"
"1282","2022.nationals.1.3.lightning.1.5","lightning","c(""Durham"", ""North Carolina"")"
"1283","2022.nationals.1.3.lightning.1.6","lightning","list()"
"1284","2022.nationals.1.3.lightning.1.7","lightning","list()"
"1285","2022.nationals.1.3.lightning.1.8","lightning","list()"
"1286","2022.nationals.1.3.lightning.2.1","lightning","list()"
"1287","2022.nationals.1.3.lightning.2.2","lightning","Budapest"
"1288","2022.nationals.1.3.lightning.2.3","lightning","list()"
"1289","2022.nationals.1.3.lightning.2.4","lightning","list()"
"1290","2022.nationals.1.3.lightning.2.5","lightning","list()"
"1291","2022.nationals.1.3.lightning.2.6","lightning","Albania"
"1292","2022.nationals.1.3.lightning.2.7","lightning","Bulgaria"
"1293","2022.nationals.1.3.lightning.2.8","lightning","list()"
"1294","2022.nationals.1.3.lightning.3.1","lightning","the Roman Empire"
"1295","2022.nationals.1.3.lightning.3.2","lightning","c(""Hokkaido"", ""Honshu"")"
"1296","2022.nationals.1.3.lightning.3.3","lightning","list()"
"1297","2022.nationals.1.3.lightning.3.4","lightning","Levant"
"1298","2022.nationals.1.3.lightning.3.5","lightning","list()"
"1299","2022.nationals.1.3.lightning.3.6","lightning","England"
"1300","2022.nationals.1.3.lightning.3.7","lightning","list()"
"1301","2022.nationals.1.3.lightning.3.8","lightning","list()"
"1302","2022.nationals.1.4.1","tossup","list()"
"1303","2022.nationals.1.4.2","tossup","c(""Liverpool"", ""Australia"", ""New Zealand"", ""Sydney"")"
"1304","2022.nationals.1.4.3","tossup","list()"
"1305","2022.nationals.1.4.4","tossup","c(""Bithynia"", ""Livy"", ""North Africa"", ""Zama"")"
"1306","2022.nationals.1.4.5","tossup","c(""Nebraska"", ""U.S."")"
"1307","2022.nationals.1.4.6","tossup","c(""Bombay"", ""India"", ""Pakistan"")"
"1308","2022.nationals.1.4.7","tossup","list()"
"1309","2022.nationals.1.4.8","tossup","North Africa"
"1310","2022.nationals.1.extra.1","tossup + bonus","c(""Cairo"", ""Zimbabwe"", ""Zambia"")"
"1311","2022.nationals.2.1.1","tossup","c(""Michigan"", ""U.S."")"
"1312","2022.nationals.2.1.2","tossup","c(""Queensland"", ""Australia"")"
"1313","2022.nationals.2.1.3","tossup","Battalia"
"1314","2022.nationals.2.1.4","tossup","list()"
"1315","2022.nationals.2.1.5","tossup","c(""France"", ""absentia"", ""Colonies"", ""Great Britain"")"
"1316","2022.nationals.2.1.6","tossup","Austria"
"1317","2022.nationals.2.1.7","tossup","list()"
"1318","2022.nationals.2.1.8","tossup","Edessa"
"1319","2022.nationals.2.1.9","tossup","Pakistan"
"1320","2022.nationals.2.1.10","tossup","Stasi"
"1321","2022.nationals.2.2.1","tossup + bonus","c(""California"", ""Chicago"")"
"1322","2022.nationals.2.2.2","tossup + bonus","c(""Cartimandua"", ""Brigantes"", ""Caratacus"", ""Boudica"")"
"1323","2022.nationals.2.2.3","tossup + bonus","list()"
